group,detailPage,name,subjectId,canton
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350433,Bänziger Marlies,10.100,ZH
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350428,Loepfe Arthur,10.100,AI
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350421,Bänziger Marlies,10.100,ZH
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350434,Hutter Markus,10.100,ZH
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350448,Bänziger Marlies,10.100,ZH
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350473,Schwander Pirmin,10.100,SZ
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350474,Egger-Wyss Esther,10.100,AG
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350475,Schwander Pirmin,10.100,SZ
CEg,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355708,Ingold Maja,11.001,ZH
V,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355693,Glauser-Zufferey Alice,11.001,VD
CEg,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355716,Lustenberger Ruedi,11.001,LU
V,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355720,Glur Walter,11.001,AG
S,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355678,Rossini Stéphane,11.001,VS
V,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355800,Binder Max,11.001,ZH
G,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355784,Weber-Gobet Marie-Thérèse,11.001,FR
RL,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355813,Wasserfallen Christian,11.001,BE
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350089,Leutenegger Oberholzer Susanne,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,BL
RL,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350056,Fluri Kurt,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,SO
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350065,Leutenegger Oberholzer Susanne,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,BL
CEg,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350117,Humbel Ruth,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,AG
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350087,Schlüer Ulrich,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350094,Marra Ada,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,VD
G,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350123,Vischer Daniel,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350422,Carobbio Guscetti Marina,10.100,TI
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350497,Bäumle Martin,10.100,ZH
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350499,Schelbert Louis,10.100,LU
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350425,Brunschwig Graf Martine,10.100,GE
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350509,Egger-Wyss Esther,10.100,AG
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350521,Fässler-Osterwalder Hildegard,10.100,SG
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350432,Graber Jean-Pierre,10.100,BE
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350512,Fässler-Osterwalder Hildegard,10.100,SG
S,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355735,Maire Jacques-André,11.001,NE
V,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355846,von Siebenthal Erich,11.001,BE
S,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355830,Goll Christine,11.001,ZH
BD,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355845,Gadient Brigitta M.,11.001,GR
S,/ab/data/d/n/4819/355481/d_n_4819_355481_355590.htm#355796,Roth-Bernasconi Maria,11.001,GE
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350152,Rickli Natalie Simone,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350099,Marra Ada,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,VD
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350127,Rickli Natalie Simone,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
CEg,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350151,Lustenberger Ruedi,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,LU
G,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350134,Lang Josef,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZG
CEg,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350146,Lustenberger Ruedi,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,LU
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350167,Fässler-Osterwalder Hildegard,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,SG
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350515,Schelbert Louis,10.100,LU
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350530,Bäumle Martin,10.100,ZH
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350525,Schwander Pirmin,10.100,SZ
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350449,Graber Jean-Pierre,10.100,BE
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350502,Carobbio Guscetti Marina,10.100,TI
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350534,Vischer Daniel,10.100,ZH
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350549,Schwander Pirmin,10.100,SZ
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350131,Nidegger Yves,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,GE
RL,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350160,Müller Philipp,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,AG
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350133,Fehr Hans,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
RL,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350148,Müller Philipp,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,AG
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350557,Egger-Wyss Esther,10.100,AG
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350447,Jans Beat,10.100,BS
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350590,Bänziger Marlies,10.100,ZH
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350578,Kleiner Marianne,10.100,AR
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350567,Schwander Pirmin,10.100,SZ
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350573,Kleiner Marianne,10.100,AR
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350577,Vischer Daniel,10.100,ZH
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350190,Sommaruga Carlo,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,GE
RL,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350149,Müller Philipp,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,AG
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350211,Fehr Hans,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
CEg,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350153,Ingold Maja,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
V,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350199,Fehr Hans,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,ZH
S,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350206,Fehr Hans-Jürg,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,SH
CEg,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350227,Darbellay Christophe,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,VS
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350586,Kleiner Marianne,10.100,AR
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350595,Hutter Markus,10.100,ZH
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350603,Loepfe Arthur,10.100,AI
RL,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350489,Malama Peter,10.100,BS
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350495,Stöckli Hans,10.100,BE
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350602,Bäumle Martin,10.100,ZH
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350504,Fässler-Osterwalder Hildegard,10.100,SG
Germanier Jean-René,/ab/data/d/n/4817/349956/d_n_4817_349956_349957.htm#350122,Le président,11.3022 11.3023 11.3024 11.3026 11.3028 11.3030 11.3031,président
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350507,Bäumle Martin,10.100,ZH
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350597,Carobbio Guscetti Marina,10.100,TI
Walter Hansjörg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350451,Präsident,10.100,erster Vizepräsident
V,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350622,Schwander Pirmin,10.100,SZ
Walter Hansjörg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350452,Präsident,10.100,erster Vizepräsident
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350637,Fässler-Osterwalder Hildegard,10.100,SG
Walter Hansjörg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350459,Präsident,10.100,erster Vizepräsident
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350614,Bäumle Martin,10.100,ZH
G,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350517,Schelbert Louis,10.100,LU
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350623,Fehr Jacqueline,10.100,ZH
CEg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350617,Loepfe Arthur,10.100,AI
Walter Hansjörg,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350483,Präsident,10.100,erster Vizepräsident
S,/ab/data/d/n/4817/350274/d_n_4817_350274_350275.htm#350619,Carobbio Guscetti Marina,10.100,TI
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351107,Leutenegger Oberholzer Susanne,09.490,BL
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351135,Nordmann Roger,09.490,VD
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351124,Killer Hans,09.490,AG
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351110,Jans Beat,09.490,BS
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351111,Killer Hans,09.490,AG
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351113,Leutenegger Oberholzer Susanne,09.490,BL
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351108,Killer Hans,09.490,AG
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351136,Sommaruga Carlo,09.490,GE
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351105.htm#351119,Killer Hans,09.490,AG
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351034,Reymond André,10.111 10.023,GE
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351049,John-Calame Francine,10.111 10.023,NE
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351081,Lang Josef,10.111 10.023,ZG
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351099,Fehr Hans-Jürg,10.111 10.023,SH
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351085,Leutenegger Filippo,10.111 10.023,ZH
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351086,Fehr Hans-Jürg,10.111 10.023,SH
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351102.htm#351130,Brunschwig Graf Martine,11.3005,GE
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351087,Fehr Hans,10.111 10.023,ZH
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351096,Fehr Hans-Jürg,10.111 10.023,SH
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351118,Sommaruga Carlo,10.111 10.023,GE
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351121,Fiala Doris,10.111 10.023,ZH
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351129,Brunschwig Graf Martine,10.111 10.023,GE
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351114,Riklin Kathy,10.111 10.023,ZH
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351032.htm#351125,Müller Walter,10.111 10.023,SG
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351054,Segmüller Pius,10.059,LU
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351016,Perrinjaquet Sylvie,10.059,NE
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351046,Müller Geri,10.059,AG
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351027,Schlüer Ulrich,10.059,ZH
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351042,Birrer-Heimo Prisca,10.059,LU
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351052,Allemann Evi,10.059,BE
S,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351031,Voruz Eric,10.059,VD
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351062,Lang Josef,10.059,ZG
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351056,Lachenmeier-Thüring Anita,10.059,BS
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351047,Streiff-Feller Marianne,10.059,BE
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351090,Loepfe Arthur,10.059,AI
BD,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351088,Haller Vannini Ursula,10.059,BE
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351063,Eichenberger-Walther Corina,10.059,AG
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351075,Malama Peter,10.059,BS
G,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351026,Lang Josef,10.059,ZG
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351037,Malama Peter,10.059,BS
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351068,Engelberger Edi,10.059,NW
V,/ab/data/d/n/4817/350949/d_n_4817_350949_351012.htm#351064,Hurter Thomas,10.059,SH
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353966.htm#353968,Kaufmann Hans,08.444,ZH
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353993.htm#354013,Darbellay Christophe,07.468,VS
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#353936,Wobmann Walter,10.496 10.497 10.499,SO
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#353955,Wasserfallen Christian,10.496 10.497 10.499,BE
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#354003,de Buman Dominique,10.496 10.497 10.499,FR
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#353958,Lachenmeier-Thüring Anita,10.496 10.497 10.499,BS
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#353965,Hutter Markus,10.496 10.497 10.499,ZH
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353895.htm#354008,Graber Jean-Pierre,10.496 10.497 10.499,BE
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#350957,Schmidt Roberto,09.439 10.308,VS
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#350964,Hiltpold Hugues,09.439 10.308,GE
S,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351004,Marra Ada,09.439 10.308,VD
CEg,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#350999,Egger-Wyss Esther,09.439 10.308,AG
V,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351005,Wobmann Walter,09.439 10.308,SO
G,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351015,Hodgers Antonio,09.439 10.308,GE
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351018,Fluri Kurt,09.439 10.308,SO
S,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351008,Kiener Nellen Margret,09.439 10.308,BE
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351006,Fluri Kurt,09.439 10.308,SO
RL,/ab/data/d/n/4817/350949/d_n_4817_350949_350950.htm#351019,Hiltpold Hugues,09.439 10.308,GE
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353833,Rime Jean-François,10.459,FR
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353824,Theiler Georges,10.459,LU
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353820,Leutenegger Oberholzer Susanne,10.459,BL
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353825,Theiler Georges,10.459,LU
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353860,Fässler-Osterwalder Hildegard,10.459,SG
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353828,Gysin Hans Rudolf,10.459,BL
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353834,Fässler-Osterwalder Hildegard,10.459,SG
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353832,Gysin Hans Rudolf,10.459,BL
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353870,Müller Philipp,10.459,AG
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353841,Schelbert Louis,10.459,LU
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353861,Walter Hansjörg,10.459,TG
BD,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353852,Hassler Hansjörg,10.459,GR
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353905,Darbellay Christophe,10.459,VS
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353829,Sommaruga Carlo,10.459,GE
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353859,Darbellay Christophe,10.459,VS
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353868,Pfister Theophil,10.459,SG
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353862,Gysin Hans Rudolf,10.459,BL
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353930,Rime Jean-François,10.459,FR
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353886,Schelbert Louis,10.459,LU
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353973,Thorens Goumaz Adèle,10.459,VD
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353885,Müller Philipp,10.459,AG
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353919,Leutenegger Oberholzer Susanne,10.459,BL
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353878,Miesch Christian,10.459,BL
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353887,Leutenegger Oberholzer Susanne,10.459,BL
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353939,Rime Jean-François,10.459,FR
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353904,Theiler Georges,10.459,LU
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353916,Leutenegger Oberholzer Susanne,10.459,BL
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353978,Fässler-Osterwalder Hildegard,10.459,SG
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353818.htm#353924,Theiler Georges,10.459,LU
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353786,Graber Jean-Pierre,10.075,BE
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353763,Rennwald Jean-Claude,10.075,JU
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353761,Graber Jean-Pierre,10.075,BE
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353779,Bänziger Marlies,10.075,ZH
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353802,de Buman Dominique,10.075,FR
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353780,Heim Bea,10.075,SO
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353769,Schibli Ernst,10.075,ZH
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353778,Füglistaller Lieni,10.075,AG
V,/ab/data/d/n/4819/354030/d_n_4819_354030_354383.htm#354385,Heer Alfred,10.408,ZH
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353775,Grin Jean-Pierre,10.075,VD
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353781,Füglistaller Lieni,10.075,AG
BD,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353785,Landolt Martin,10.075,GL
CEg,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353782,Egger-Wyss Esther,10.075,AG
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353783,Schelbert Louis,10.075,LU
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353789,Vischer Daniel,10.075,ZH
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353790,Kiener Nellen Margret,10.075,BE
Germanier Jean-René,/ab/data/d/n/4819/353747/d_n_4819_353747_353748.htm#353756,Le président,11.205,président
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353748.htm#353752,Engelberger Edi,11.205,NW
BD,/ab/data/d/n/4819/353747/d_n_4819_353747_353748.htm#353765,Gadient Brigitta M.,11.205,GR
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353753.htm#353766,Fässler-Osterwalder Hildegard,10.040,SG
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353753.htm#353768,Pelli Fulvio,10.040,TI
G,/ab/data/d/n/4819/354030/d_n_4819_354030_354355.htm#354364,Teuscher Franziska,09.514,BE
G,/ab/data/d/n/4819/354030/d_n_4819_354030_354355.htm#354368,Wyss Brigit,09.514,SO
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354355.htm#354390,Schmid-Federer Barbara,09.514,ZH
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354355.htm#354363,Lüscher Christian,09.514,GE
V,/ab/data/d/n/4819/354030/d_n_4819_354030_354310.htm#354398,Nidegger Yves,10.405,GE
V,/ab/data/d/n/4819/354030/d_n_4819_354030_354310.htm#354375,Schwander Pirmin,10.405,SZ
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354310.htm#354382,Leutenegger Oberholzer Susanne,10.405,BL
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354310.htm#354391,Roux Paul-André,10.405,VS
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354365.htm#354378,Meier-Schatz Lucrezia,10.410,SG
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354365.htm#354395,Meyer-Kaelin Thérèse,10.410,FR
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354365.htm#354376,Kleiner Marianne,10.410,AR
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354365.htm#354367,Triponez Pierre,10.410,BE
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353810,Heim Bea,10.075,SO
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353821,Hutter Markus,10.075,ZH
S,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353797,Heim Bea,10.075,SO
RL,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353811,Hutter Markus,10.075,ZH
G,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353812,Bänziger Marlies,10.075,ZH
V,/ab/data/d/n/4819/353747/d_n_4819_353747_353759.htm#353827,Graber Jean-Pierre,10.075,BE
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354344.htm#354349,Allemann Evi,09.508,BE
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354344.htm#354360,Birrer-Heimo Prisca,09.508,LU
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354344.htm#354346,Segmüller Pius,09.508,LU
V,/ab/data/d/n/4819/354030/d_n_4819_354030_354344.htm#354361,Bortoluzzi Toni,09.508,ZH
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354048.htm#354069,de Buman Dominique,11.019,FR
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354048.htm#354083,Noser Ruedi,11.019,ZH
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354048.htm#354114,Favre Charles,11.019,VD
CEg,/ab/data/d/n/4819/354030/d_n_4819_354030_354048.htm#354138,Darbellay Christophe,11.019,VS
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354077.htm#354151,Roth-Bernasconi Maria,11.9004,GE
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354077.htm#354090,Engelberger Edi,11.9004,NW
G,/ab/data/d/n/4819/354030/d_n_4819_354030_354077.htm#354082,Prelicz-Huber Katharina,11.9004,ZH
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354077.htm#354091,Rechsteiner Paul,11.9004,SG
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354034,Leutenegger Oberholzer Susanne,09.069,BL
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354043,Jositsch Daniel,09.069,ZH
V,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354042,Schwander Pirmin,09.069,SZ
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354058,Fluri Kurt,09.069,SO
S,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354064,Sommaruga Carlo,09.069,GE
RL,/ab/data/d/n/4819/354030/d_n_4819_354030_354031.htm#354057,Markwalder Christa,09.069,BE
